Unnamed: 0,UPRN,Address,raw_Construction_type,Processed_Construction_Type,Other_Attributes,BRE_mapping_matches,BRE_Class,Latitude,Longitude
4565,,29 Norman Square Richmond DL10 4PB,steel/wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4116987,-1.7283387
4566,,30 Norman Square Richmond DL10 4PB,steel/wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4116987,-1.7283387
4567,,31 Norman Square Richmond DL10 4PB,steel/wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4116987,-1.7283387
4568,,34 Norman Square Richmond DL10 4PB,steel/wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4116987,-1.7283387
4569,,1 Windsor Avenue Richmond DL10 4PE,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4123684,-1.7295637
4570,,6 Windsor Avenue Richmond DL10 4PE,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4123684,-1.7295637
4571,,8 Windsor Avenue Richmond DL10 4PE,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4123684,-1.7295637
4572,,10 Windsor Avenue Richmond DL10 4PE,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4123684,-1.7295637
4573,,14 Windsor Avenue Richmond DL10 4PE,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4123684,-1.7295637
4574,,18 Windsor Avenue Richmond DL10 4PE,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4123684,-1.7295637
4575,,2 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4576,,3 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4577,,6 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4578,,9 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4579,,10 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4580,,11 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4581,,16 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4582,,19 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4583,,21 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4584,,27 Stuart Avenue Richmond DL10 4PG,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4125595,-1.730873
4585,,4 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4586,,5 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4587,,8 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4588,,11 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4589,,12 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4590,,19 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4591,,20 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4592,,21 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4593,,25 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4594,,26 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4595,,38 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4596,,40 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4597,,47 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4598,,51 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4599,,53 Norman Road Richmond DL10 4PA,wimpey,wimpey no fines,Fuel Type: Gas,Wimpey No-Fines,ISC,54.4131801,-1.7305408
4600,,4 Clarence Road Scorton DL10 6EE,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3988082,-1.6122506
4601,,8 Clarence Road Scorton DL10 6EE,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3988082,-1.6122506
4602,,10 Clarence Road Scorton DL10 6EE,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3988082,-1.6122506
4603,,16 Clarence Road Scorton DL10 6EE,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3988082,-1.6122506
4604,,18 Clarence Road Scorton DL10 6EE,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3988082,-1.6122506
4605,,20 Clarence Road Scorton DL10 6EE,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3988082,-1.6122506
4606,,5 Cleveland Road Scorton DL10 6EF,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3982497,-1.6127078
4607,,7 Cleveland Road Scorton DL10 6EF,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3982497,-1.6127078
4608,,8 Cleveland Road Scorton DL10 6EF,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3982497,-1.6127078
4609,,9 Cleveland Road Scorton DL10 6EF,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3982497,-1.6127078
4610,,10 Cleveland Road Scorton DL10 6EF,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3982497,-1.6127078
4611,,13 Cleveland Road Scorton DL10 6EF,wimpey,wimpey no fines,Fuel Type: Oil,Wimpey No-Fines,ISC,54.3982497,-1.6127078
